OBJECTID,AS_,source,edite_par,Province,ZS,Annee,Source_geo,Territoire,ANTENNE,Groupement,Code_DSNIS,Code_DHIS2,Sce_Sem,Fiabilite,POP_2018,AS1,Shape_Leng,Shape_Area,PCODE
"5614",MALEKI,,MSF & OCHA,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,MALEKI,0.28113390507,0.00288884014,CD6107ZS06AS12
"5615",PAKANZA,,MSF & OCHA,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,PAKANZA,0.14131385470,0.00077235951,CD6107ZS06AS22
"5616",MASOSI,,OMS,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,MASOSI,0.13616629744,0.00061602059,CD6107ZS06AS17
"5618",MUSUKU,,MSF & OCHA,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,MUSUKU,0.19622143077,0.00154603885,CD6107ZS06AS21
"5619",PASOLA,,MSF & OCHA,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,PASOLA,0.34194155477,0.00412772468,CD6107ZS06AS16
"5621",LIVA,,MSF & OCHA,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,LIVA,0.39315467236,0.00746989754,CD6107ZS06AS10
"5622",TENAMBO,,MSF & OCHA,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,TENAMBO,0.16564319133,0.00137398338,CD6107ZS06AS23
"5623",TOTOLITO,,MSF & OCHA,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,TOTOLITO,0.51252203286,0.00736399886,CD6107ZS06AS25
"5624",MBAU,,MSF & OCHA,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,MBAU,0.67836448096,0.01444939914,CD6107ZS06AS19
"5625",MAMBABEKA,,MSF & OCHA,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,MAMBABEKA,0.13843422005,0.00071203854,CD6107ZS06AS01
"5627",MAMBABIO,,MSF & OCHA,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,MAMBABIO,0.19050417625,0.00122371407,CD6107ZS06AS13
"5629",KOKOLA,,MSF & OCHA,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,KOKOLA,0.57120019143,0.01280801857,CD6107ZS06AS09
"5630",ERINGETI,,MSF & OCHA,Nord-Kivu,Oicha,2018-12-29,,Beni,,,,,DSNIS,Basse,,ERINGETI,0.91955793175,0.02151586537,CD6107ZS06AS05
"5631",LUBIRIHA,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,LUBIRIHA,0.73073617762,0.01980707394,CD6107ZS05AS08
"5632",KASANGA,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,,Haute,,KASANGA,0.15703322955,0.00103917769,CD6107ZS05AS07
"5633",KANGAHUKA,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,KANGAHUKA,0.31808202313,0.00326358449,CD6107ZS05AS06
"5634",LOULO,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,LOULO,0.70884570675,0.01691526784,CD6107ZS05AS13
"5636",KABALWA,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,KABALWA,0.36343423315,0.00451587452,CD6107ZS05AS04
"5638",MWENDA,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,MWENDA,0.90251614237,0.02022734876,CD6107ZS05AS18
"5639",KENEHAMBAORE,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,KENEHAMBAORE,0.70796020956,0.01223233215,CD6107ZS05AS09
"5640",NZENGA,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,NZENGA,0.43425251172,0.00459687038,CD6107ZS05AS02
"5641",KALEMBO,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,KALEMBO,0.55006598821,0.01052108579,CD6107ZS05AS05
"5642",MURAMBA,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,MURAMBA,0.27129740263,0.00270716267,CD6107ZS05AS17
"5643",BULONGO,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,,Haute,,BULONGO,0.28135006824,0.00232775813,CD6107ZS05AS01
"5644",MANZANGA,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,,Haute,,MANZANGA,0.43949904972,0.00640330893,CD6107ZS05AS15
"5645",KUDI 3,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,KUDI 3,0.34761036832,0.00483654768,CD6107ZS05AS12
"5646",KITOKOLI,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,KITOKOLI,0.40740615577,0.00703606297,CD6107ZS05AS11
"5647",MASAMBO,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,MASAMBO,0.34238016014,0.00497094391,CD6107ZS05AS16
"5648",RUGETSI,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,RUGETSI,0.54218602356,0.00993870731,CD6107ZS05AS19
"5649",LUME,,OMS-DSNIS,Nord-Kivu,Mutwanga,15-10-2019,,Beni,,,,,DSNIS,Basse,,LUME,0.40614385190,0.00567528548,CD6107ZS05AS14
"5662",ALOYA,,MSF & OCHA,Nord-Kivu,Mabalako,2019-06-30,,Oïcha,,,,,,Haute,,ALOYA,0.84397619103,0.02484899592,CD6107ZS04AS01
"5663",NGAZI,,,Nord-Kivu,Mabalako,2018-12-29,,Oïcha,,,,,DSNIS,Basse,,NGAZI,0.39226483251,0.00759215817,CD6107ZS04AS10
"5665",VUSAYIRO,,,Nord-Kivu,Mabalako,2018-12-29,,Oïcha,,,,,DSNIS,Basse,,VUSAYIRO,0.22182163497,0.00229950036,CD6107ZS04AS12
"5666",BINGO,,,Nord-Kivu,Mabalako,2018-12-29,,Oïcha,,,,,DSNIS,Basse,,BINGO,0.47967120295,0.00720498579,CD6107ZS04AS02
"5668",MANGODOMU,,,Nord-Kivu,Mabalako,2018-12-29,,Oïcha,,,,,DSNIS,Basse,,MANGODOMU,0.27427685328,0.00165781922,CD6107ZS04AS05
"5669",MABALAKO,,,Nord-Kivu,Mabalako,2018-12-29,,Oïcha,,,,,DSNIS,Basse,,MABALAKO,0.50128870369,0.00921103282,CD6107ZS04AS07
"5670",LINZO,,,Nord-Kivu,Mabalako,2018-12-29,,Oïcha,,,,,DSNIS,Basse,,LINZO,0.25686419972,0.00132719504,CD6107ZS04AS06
"5671",NGOYO,,,Nord-Kivu,Mabalako,2018-12-29,,Oïcha,,,,,DSNIS,Basse,,NGOYO,0.41575731016,0.00685169761,CD6107ZS04AS08
"5672",MANGINA,,,Nord-Kivu,Mabalako,2018-12-29,,Oïcha,,,,,DSNIS,Basse,,MANGINA,0.36571999751,0.00269198530,CD6107ZS04AS04
"5673",MUNUNZE,,,Nord-Kivu,Mabalako,2018-12-29,,Oïcha,,,,,DSNIS,Basse,,MUNUNZE,0.38689196396,0.00483595524,CD6107ZS04AS09
"5674",METAL,,OMS-DSNIS,Nord-Kivu,Mabalako,30-06-2019,,Oïcha,,,,,,Haute,,METAL,0.56397713749,0.01054773986,
"5756",Kilueka,,FICR/CP3,Kongo-Central,Kimpese,2020-03-31,"Croquis,GPS,Terrain",Songololo,,,,YFVDKi9qgS8,DSNIS,Tres haute,,,0.53978363283,0.00938066046,CD2011ZS01AS10
"5757",Kiansungua,,FICR/CP3,Kongo-Central,Kimpese,2020-03-31,"Croquis,GPS,Terrain",Songololo,,,,yNqrXPTFpRR,DSNIS,Tres haute,,,0.86422335774,0.03200545657,CD2011ZS01AS08
"5758",Lukunga,,FICR/CP3,Kongo-Central,Kimpese,2020-03-31,"Croquis,GPS,Terrain",Songololo,,,,,,Tres haute,,,1.20967982697,0.03464739489,CD2011ZS01AS04
"5759",Kizulu,,FICR/CP3,Kongo-Central,Nsona-Pangu,2020-03-31,"Croquis,GPS,Terrain",Songololo,,,,O9KeU0ZOaBF,DSINIS,Tres haute,,,0.51085243931,0.00657282865,CD2011ZS02AS16
"5760",Lufu-Nzola,,FICR/CP3,Kongo-Central,Nsona-Pangu,2020-03-31,"Croquis,GPS,Terrain",Songololo,,,,,DSNIS,Tres haute,,,0.41625348435,0.00484989150,CD2011ZS02AS21
"5761",Kisonga,,FICR/CP3,Kongo-Central,Nsona-Pangu,2020-03-31,"Croquis,GPS,Terrain",Songololo,,,,FqxnvSUAUPm,DSNIS,Tres haute,,,0.54796266705,0.00916075545,CD2011ZS02AS13
"5762",Lombe,,FICR/CP3,Kongo-Central,Nsona-Pangu,2020-03-31,"Croquis,GPS,Terrain",Songololo,,,,JCHraOkjUIh,DSNIS,Tres haute,,,0.69260605670,0.01379666139,CD2011ZS02AS17
"5763",Songololo,,FICR/CP3,Kongo-Central,Nsona-Pangu,2020-03-31,"Croquis,GPS,Terrain",Songololo,,,,bWNhNZGLKpH,DSNIS,Tres haute,,,0.55339840960,0.01308407789,CD2011ZS02AS04
"5764",Minkelo,,FICR/CP3,Kongo-Central,Nsona-Pangu,2020-03-31,"Croquis,GPS,Terrain",Songololo,,,,M55dsQl2G8K,DSNIS,Tres haute,,,0.79138045814,0.02309629875,CD2011ZS02AS18
"5765",Mbangu,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,,DPS Equateur,Tres haute,,Mbangu,0.94187036782,0.03503650841,CD4108ZS01AS26
"5766",Bolenge,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,oLKkWq6uz6R,DPS Equateur,Tres haute,,Bolenge,1.83054670194,0.09625659926,CD4108ZS01AS03
"5767",Lingunda,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,LaX7Fg3od1P,DPS Equateur,Tres haute,,Lingunda,0.67136530254,0.01695793776,CD4108ZS01AS25
"5768",Bolima,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,Aa06rhjG4yZ,DPS Equateur,Tres haute,,Bolima,0.98337875865,0.05208088102,CD4108ZS01AS04
"5769",Djoa,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,NO4ygmmG8kn,DPS Equateur,Tres haute,,Djoa,0.98632502090,0.02400166812,CD4108ZS01AS19
"5770",Boso mbifa,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,lWbvD14s3lN,DPS Equateur,Tres haute,,Boso mbifa,1.28751027600,0.05686053737,CD4108ZS01AS12
"5771",Boso Djafo,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,,DPS Equateur,Tres haute,,Boso Djafo,0.40531082746,0.00903788987,CD4108ZS01AS14
"5772",Ligbalo,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,VhUTWRzU8Wi,DPS Equateur,Tres haute,,Ligbalo,0.28942759050,0.00306586330,CD4108ZS01AS24
"5775",Bonyeka,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,TUR8gi3cAE1,DPS Equateur,Tres haute,,Bonyeka,1.20556700679,0.03481340256,CD4108ZS01AS08
"5776",Boso Isongo,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,GsfRFuVew1K,DPS Equateur,Tres haute,,Boso Isongo,0.99766789253,0.02496744732,CD4108ZS01AS09
"5777",Bolomba likolo,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,,DPS Equateur,Tres haute,,Bolomba likolo,1.80549296892,0.08295840548,CD4108ZS01AS05
"5778",Yuli,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,xMrs3rd9lSU,DPS Equateur,Tres haute,,Yuli,1.04368900435,0.04739957368,CD4108ZS01AS29
"5779",Boso semodja,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,pvkdCMkSUhb,DPS Equateur,Tres haute,,Boso semodja,0.99117087722,0.02100780609,CD4108ZS01AS17
"5780",Bombimba,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,HZgEd3kEmIw,DPS Equateur,Tres haute,,Bombimba,0.85252112340,0.03229955558,CD4108ZS01AS06
"5781",Bogbonga,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,XpBaDjLrmHS,DPS Equateur,Tres haute,,Bogbonga,1.30416791462,0.05349073409,CD4108ZS01AS02
"5782",Boso likala,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,VuvzoBCt8p8,DPS Equateur,Tres haute,,Boso likala,1.17511038326,0.04199867868,CD4108ZS01AS10
"5785",Boyenge,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,Q5AKeEMsrZd,DPS Equateur,Tres haute,,Boyenge,0.62623103701,0.00920597759,CD4108ZS01AS18
"5786",Monzambi,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,aALK3F9LHVH,DPS Equateur,Tres haute,,Monzambi,0.46297494909,0.01066027195,CD4108ZS01AS27
"5787",Libanga,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,,DPS Equateur,Tres haute,,Libanga,0.56330825160,0.00994512396,CD4108ZS01AS21
"5788",Boso lombo,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,mKec3uKgzNG,DPS Equateur,Tres haute,,Boso lombo,0.78495436925,0.03012772214,CD4108ZS01AS11
"5789",Wele,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,UzQUI8q9rYd,DPS Equateur,Tres haute,,Wele,1.25493035319,0.03011509317,CD4108ZS01AS28
"5790",Belonga,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,PBHcFo5upis,DPS Equateur,Tres haute,,Belonga,0.51482982158,0.01556927374,CD4108ZS01AS01
"5791",Ikoli,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,sdBYcTprhNc,DPS Equateur,Tres haute,,Ikoli,0.58174511312,0.01567906611,CD4108ZS01AS22
"5792",Itotela,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,DWUolp6sER3,DPS Equateur,Tres haute,,Itotela,1.64949983758,0.06687985676,CD4108ZS01AS23
"5793",Djonori,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,vuZCBq5ssfl,DPS Equateur,Tres haute,,Djonori,1.17364602699,0.04890142331,CD4108ZS01AS20
"5794",Diwoko,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Diwoko,0.79640932576,0.01772014874,
"5795",Mbaka,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Mbaka,0.81792481088,0.02217692784,
"5796",Yombo,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Yombo,0.65863917523,0.00999515899,
"5797",Tshodi,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Tshodi,0.39998242471,0.00846739636,
"5798",Kongoo,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Kongoo,0.59170278302,0.01368051326,
"5799",Onema Ototo,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Onema Ototo,1.07007654986,0.03131591696,
"5800",Nyama Lowo,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Nyama Lowo,0.49493956624,0.01115352375,
"5801",Lodi Bangi,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Lodi Bangi,0.42075560353,0.00879586276,
"5802",Ekolo,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Ekolo,0.47697944622,0.01135914416,
"5803",Okako nyombe,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Okako nyombe,0.62750282486,0.02454619366,
"5804",Shele,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Shele,0.51309408744,0.01366728028,
"5805",Ngembe,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Ngembe,0.78091209654,0.02099327647,
"5806",Okeke,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Okeke,0.68236659954,0.01647746540,
"5807",Ngomo Lodi,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Ngomo Lodi,0.73864832974,0.01527965616,
"5808",Hotokodi,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Hotokodi,0.78602395744,0.01492908124,
"5809",Dolo,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Dolo,0.55973012970,0.01588378568,
"5810",Onema Lotane,,MSF,Sankuru,Ototo,2020-07-03,Croquis,Lusambo,,,,,DPS Sankuru,Basse,,Onema Lotane,0.73149045180,0.01310659860,
"0",Bomenge,MSF,MSF,Equateur,Bolomba,2020-07-27,"Croquis,GPS,Terrain",Bolomba,,,,T8Ez7DI28AL,DPS Equateur,Tres haute,,,0.00000000000,0.00000000000,CD4108ZS01AS07
"0",Boso mondomba,,MSF,Equateur,Bolomba,2020-07-27,"Croquis,GPS,Terrain",Bolomba,,,,cFjoRgeIkBM,DPS Equateur,Tres haute,,,0.00000000000,0.00000000000,CD4108ZS01AS13
"0",Boso Nzala,,MSF,Equateur,Bolomba,2020-07-27,"Croquis,GPS,Terrain",Bolomba,,,,,DPS Equateur,Tres haute,,,0.00000000000,0.00000000000,CD4108ZS01AS15
"5774",Boso sebe,,MSF,Equateur,Bolomba,2020-07-09,"Croquis,GPS,Terrain",Bolomba,,,,JJETYjqNbLj,DPS Equateur,Tres haute,,Boso sebe,0.43793035152,0.01044524958,CD4108ZS01AS16
"0",WANGATA,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS18
"0",BAKANDJA,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS01
"0",BOTEKA,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS10
"0",BEMPUMBA,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS04
"0",MPAKU,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS17
"0",IKENGE,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS12
"0",LOONGA,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS14
"0",BOKAMBANGOMBE,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS06
"0",BOKUMA,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS08
"0",BOALANGOMBE,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS11
"0",BATSINA LIFUMBA,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS03
"0",BATSINA BAKAALA,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS02
"0",LIFUMBA DJOLONGO,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS13
"0",BOENDE ETOO,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS05
"0",INCONNUE,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,
"0",MAKAKO,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS16
"0",BOKATOLA,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS07
"0",BONTOLE,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS09
"0",LOSENGE,,UCLA-DRC,Equateur,Ingende,2020-07-27,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS01AS15
"0",LOTUMBE,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS15
"0",BOFANDJUA,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS05
"0",WAKA,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,
"0",LOSAKO,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS14
"0",BETSIMBOLA,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS04
"0",IFOKU,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS11
"0",EUNGU,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS10
"0",IMBONGA,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS12
"0",BESOMBO,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS03
"0",BOLENA,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS07
"0",BOYERA,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS09
"0",NKASA,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS17
"0",INGANDA,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS13
"0",MOKOMU,,UCLA-DRC,Mai-Ndombe,Pendjua,,,Kiri,,,,,DPS Mai-Ndombe,Tres haute,,,0.00000000000,0.00000000000,CD3303ZS02AS15
"0",BEFILI,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS01
"0",BELONDO,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS02
"0",BOKALA,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS06
"0",MBALANKOLE,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS16
"0",BOSSA,,MSF,Equateur,LOTUMBE,2020-07_23,,,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4109ZS02AS08
"0",Bokote,,MSF,Equateur,Monieka,2020-09-08,,Bolomba,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4108ZS03AS06
"0",Ilenga,,MSF,Equateur,Monieka,2020-09-08,,Bolomba,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4108ZS03AS10
"0",Belolo,,MSF,Equateur,Monieka,2020-09-08,,Bolomba,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4108ZS03AS02
"0",Bokolomongo,,MSF,Equateur,Monieka,2020-09-08,,Bolomba,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4108ZS03AS04
"0",Bolanda,,MSF,Equateur,Monieka,2020-09-08,,Bolomba,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4108ZS03AS07
"0",Bongale,,MSF,Equateur,Monieka,2020-09-08,,Bolomba,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4108ZS03AS08
"0",Monieka,,MSF,Equateur,Monieka,2020-09-08,,Bolomba,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4108ZS03AS11
"0",Bongila,,MSF,Equateur,Monieka,2020-09-08,,Bolomba,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4108ZS03AS09
"0",Bokenyola,,MSF,Equateur,Monieka,2020-09-08,,Bolomba,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4108ZS03AS03
"0",Penzele,,MSF,Equateur,Monieka,2020-09-08,,Bolomba,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4108ZS03AS12
"0",Bokolongo,,MSF,Equateur,Monieka,2020-09-08,,Bolomba,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4108ZS03AS05
"0",Bekungu,,MSF,Equateur,Monieka,2020-09-08,,Bolomba,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4108ZS03AS01
"0",Bikondo,,MSF,Equateur,Bomongo,2020-09-08,,Bomongo,,,,,DPS Equateur,Haute,,,0.00000000000,0.00000000000,CD4104ZS01AS01
